student_id,target_career,activity_name,category,status
222,Data Scientist,Redis,Backend Dev,On Track
222,Data Scientist,Statistics,Data Scientist,On Track
222,Data Scientist,Python,Data Scientist,On Track
222,Data Scientist,PowerBI,Data Scientist,On Track
222,Data Scientist,SQL,Data Scientist,On Track
222,Data Scientist,Flask,Backend Dev,On Track
222,Data Scientist,TypeScript,Frontend Dev,On Track
222,Data Scientist,Keras,Data Scientist,On Track
222,Data Scientist,Pandas,Data Scientist,On Track
223,Backend Dev,Figma,Frontend Dev,Drifting
223,Backend Dev,TensorFlow,Data Scientist,Drifting
223,Backend Dev,Tailwind,Frontend Dev,Drifting
223,Backend Dev,Pandas,Data Scientist,Drifting
223,Backend Dev,TensorFlow,Data Scientist,Drifting
223,Backend Dev,Tailwind,Frontend Dev,Drifting
223,Backend Dev,Keras,Data Scientist,Drifting
223,Backend Dev,TensorFlow,Data Scientist,Drifting
223,Backend Dev,Tailwind,Frontend Dev,Drifting
223,Backend Dev,Kafka,Backend Dev,Drifting
224,Frontend Dev,Pandas,Data Scientist,On Track
224,Frontend Dev,Figma,Frontend Dev,On Track
224,Frontend Dev,Kafka,Backend Dev,On Track
224,Frontend Dev,System Design,Backend Dev,On Track
224,Frontend Dev,FastAPI,Backend Dev,On Track
224,Frontend Dev,Redux,Frontend Dev,On Track
225,Data Scientist,Scikit-Learn,Data Scientist,On Track
225,Data Scientist,Flask,Backend Dev,On Track
225,Data Scientist,Pandas,Data Scientist,On Track
225,Data Scientist,FastAPI,Backend Dev,On Track
225,Data Scientist,Python,Data Scientist,On Track
226,Data Scientist,PowerBI,Data Scientist,On Track
226,Data Scientist,Pandas,Data Scientist,On Track
226,Data Scientist,Figma,Frontend Dev,On Track
226,Data Scientist,Next.js,Frontend Dev,On Track
226,Data Scientist,Tailwind,Frontend Dev,On Track
226,Data Scientist,Pandas,Data Scientist,On Track
226,Data Scientist,Statistics,Data Scientist,On Track
226,Data Scientist,PowerBI,Data Scientist,On Track
226,Data Scientist,Scikit-Learn,Data Scientist,On Track
227,Backend Dev,PostgreSQL,Backend Dev,On Track
227,Backend Dev,Docker,Backend Dev,On Track
227,Backend Dev,FastAPI,Backend Dev,On Track
227,Backend Dev,Tableau,Data Scientist,On Track
227,Backend Dev,Go,Backend Dev,On Track
227,Backend Dev,System Design,Backend Dev,On Track
227,Backend Dev,Python,Data Scientist,On Track
227,Backend Dev,Tailwind,Frontend Dev,On Track
227,Backend Dev,Kafka,Backend Dev,On Track
227,Backend Dev,SQL,Data Scientist,On Track
228,Backend Dev,Next.js,Frontend Dev,On Track
228,Backend Dev,Redis,Backend Dev,On Track
228,Backend Dev,Microservices,Backend Dev,On Track
228,Backend Dev,Kafka,Backend Dev,On Track
228,Backend Dev,Go,Backend Dev,On Track
228,Backend Dev,Tableau,Data Scientist,On Track
228,Backend Dev,Flask,Backend Dev,On Track
228,Backend Dev,Go,Backend Dev,On Track
228,Backend Dev,TypeScript,Frontend Dev,On Track
228,Backend Dev,Redis,Backend Dev,On Track
229,Data Scientist,Go,Backend Dev,On Track
229,Data Scientist,Python,Data Scientist,On Track
229,Data Scientist,Python,Data Scientist,On Track
229,Data Scientist,TypeScript,Frontend Dev,On Track
229,Data Scientist,PostgreSQL,Backend Dev,On Track
229,Data Scientist,CSS,Frontend Dev,On Track
229,Data Scientist,Microservices,Backend Dev,On Track
230,Data Scientist,Microservices,Backend Dev,Drifting
230,Data Scientist,PostgreSQL,Backend Dev,Drifting
230,Data Scientist,Redis,Backend Dev,Drifting
230,Data Scientist,FastAPI,Backend Dev,Drifting
230,Data Scientist,Redis,Backend Dev,Drifting
230,Data Scientist,FastAPI,Backend Dev,Drifting
231,Data Scientist,React,Frontend Dev,Drifting
231,Data Scientist,HTML,Frontend Dev,Drifting
231,Data Scientist,Figma,Frontend Dev,Drifting
231,Data Scientist,PowerBI,Data Scientist,Drifting
231,Data Scientist,Redux,Frontend Dev,Drifting
231,Data Scientist,PostgreSQL,Backend Dev,Drifting
231,Data Scientist,System Design,Backend Dev,Drifting
231,Data Scientist,Next.js,Frontend Dev,Drifting
231,Data Scientist,SQL,Data Scientist,Drifting
232,Backend Dev,Figma,Frontend Dev,On Track
232,Backend Dev,System Design,Backend Dev,On Track
232,Backend Dev,Redis,Backend Dev,On Track
232,Backend Dev,Docker,Backend Dev,On Track
232,Backend Dev,Flask,Backend Dev,On Track
232,Backend Dev,PowerBI,Data Scientist,On Track
232,Backend Dev,System Design,Backend Dev,On Track
232,Backend Dev,FastAPI,Backend Dev,On Track
233,Backend Dev,PostgreSQL,Backend Dev,On Track
233,Backend Dev,System Design,Backend Dev,On Track
233,Backend Dev,Scikit-Learn,Data Scientist,On Track
233,Backend Dev,System Design,Backend Dev,On Track
233,Backend Dev,Go,Backend Dev,On Track
234,Data Scientist,React,Frontend Dev,Drifting
234,Data Scientist,Figma,Frontend Dev,Drifting
234,Data Scientist,TensorFlow,Data Scientist,Drifting
234,Data Scientist,Flask,Backend Dev,Drifting
234,Data Scientist,FastAPI,Backend Dev,Drifting
234,Data Scientist,FastAPI,Backend Dev,Drifting
235,Backend Dev,CSS,Frontend Dev,Drifting
235,Backend Dev,Figma,Frontend Dev,Drifting
235,Backend Dev,React,Frontend Dev,Drifting
235,Backend Dev,React,Frontend Dev,Drifting
235,Backend Dev,Redux,Frontend Dev,Drifting
235,Backend Dev,React,Frontend Dev,Drifting
235,Backend Dev,HTML,Frontend Dev,Drifting
235,Backend Dev,HTML,Frontend Dev,Drifting
235,Backend Dev,Tableau,Data Scientist,Drifting
235,Backend Dev,Python,Data Scientist,Drifting
236,Data Scientist,Scikit-Learn,Data Scientist,On Track
236,Data Scientist,Pandas,Data Scientist,On Track
236,Data Scientist,Statistics,Data Scientist,On Track
236,Data Scientist,PowerBI,Data Scientist,On Track
236,Data Scientist,Docker,Backend Dev,On Track
236,Data Scientist,Python,Data Scientist,On Track
236,Data Scientist,Statistics,Data Scientist,On Track
237,Backend Dev,Statistics,Data Scientist,On Track
237,Backend Dev,Flask,Backend Dev,On Track
237,Backend Dev,Redux,Frontend Dev,On Track
237,Backend Dev,PostgreSQL,Backend Dev,On Track
237,Backend Dev,Microservices,Backend Dev,On Track
237,Backend Dev,Kafka,Backend Dev,On Track
237,Backend Dev,Go,Backend Dev,On Track
237,Backend Dev,Redis,Backend Dev,On Track
237,Backend Dev,Microservices,Backend Dev,On Track
238,Backend Dev,Go,Backend Dev,Drifting
238,Backend Dev,Python,Data Scientist,Drifting
238,Backend Dev,Redux,Frontend Dev,Drifting
238,Backend Dev,CSS,Frontend Dev,Drifting
238,Backend Dev,HTML,Frontend Dev,Drifting
239,Data Scientist,SQL,Data Scientist,On Track
239,Data Scientist,Statistics,Data Scientist,On Track
239,Data Scientist,Docker,Backend Dev,On Track
239,Data Scientist,JavaScript,Frontend Dev,On Track
239,Data Scientist,HTML,Frontend Dev,On Track
239,Data Scientist,Microservices,Backend Dev,On Track
239,Data Scientist,SQL,Data Scientist,On Track
239,Data Scientist,PowerBI,Data Scientist,On Track
239,Data Scientist,Redis,Backend Dev,On Track
240,Backend Dev,HTML,Frontend Dev,Drifting
240,Backend Dev,TypeScript,Frontend Dev,Drifting
240,Backend Dev,PostgreSQL,Backend Dev,Drifting
240,Backend Dev,Pandas,Data Scientist,Drifting
240,Backend Dev,Scikit-Learn,Data Scientist,Drifting
240,Backend Dev,TensorFlow,Data Scientist,Drifting
241,Data Scientist,Redux,Frontend Dev,Drifting
241,Data Scientist,Redux,Frontend Dev,Drifting
241,Data Scientist,Redux,Frontend Dev,Drifting
241,Data Scientist,Docker,Backend Dev,Drifting
241,Data Scientist,Figma,Frontend Dev,Drifting
241,Data Scientist,JavaScript,Frontend Dev,Drifting
242,Backend Dev,JavaScript,Frontend Dev,Drifting
242,Backend Dev,CSS,Frontend Dev,Drifting
242,Backend Dev,Figma,Frontend Dev,Drifting
242,Backend Dev,CSS,Frontend Dev,Drifting
242,Backend Dev,Statistics,Data Scientist,Drifting
242,Backend Dev,React,Frontend Dev,Drifting
242,Backend Dev,Kafka,Backend Dev,Drifting
242,Backend Dev,Scikit-Learn,Data Scientist,Drifting
242,Backend Dev,Flask,Backend Dev,Drifting
242,Backend Dev,JavaScript,Frontend Dev,Drifting
243,Data Scientist,Python,Data Scientist,On Track
243,Data Scientist,Statistics,Data Scientist,On Track
243,Data Scientist,Statistics,Data Scientist,On Track
243,Data Scientist,Pandas,Data Scientist,On Track
243,Data Scientist,CSS,Frontend Dev,On Track
243,Data Scientist,TensorFlow,Data Scientist,On Track
243,Data Scientist,Docker,Backend Dev,On Track
244,Frontend Dev,Pandas,Data Scientist,On Track
244,Frontend Dev,CSS,Frontend Dev,On Track
244,Frontend Dev,Keras,Data Scientist,On Track
244,Frontend Dev,TypeScript,Frontend Dev,On Track
244,Frontend Dev,React,Frontend Dev,On Track
245,Frontend Dev,TensorFlow,Data Scientist,On Track
245,Frontend Dev,React,Frontend Dev,On Track
245,Frontend Dev,Scikit-Learn,Data Scientist,On Track
245,Frontend Dev,Redux,Frontend Dev,On Track
245,Frontend Dev,Redux,Frontend Dev,On Track
245,Frontend Dev,TypeScript,Frontend Dev,On Track
245,Frontend Dev,Redis,Backend Dev,On Track
245,Frontend Dev,Figma,Frontend Dev,On Track
245,Frontend Dev,Next.js,Frontend Dev,On Track
245,Frontend Dev,CSS,Frontend Dev,On Track
246,Backend Dev,Flask,Backend Dev,On Track
246,Backend Dev,Pandas,Data Scientist,On Track
246,Backend Dev,Redis,Backend Dev,On Track
246,Backend Dev,System Design,Backend Dev,On Track
246,Backend Dev,Figma,Frontend Dev,On Track
246,Backend Dev,PostgreSQL,Backend Dev,On Track
246,Backend Dev,FastAPI,Backend Dev,On Track
247,Frontend Dev,Figma,Frontend Dev,On Track
247,Frontend Dev,PowerBI,Data Scientist,On Track
247,Frontend Dev,Next.js,Frontend Dev,On Track
247,Frontend Dev,CSS,Frontend Dev,On Track
247,Frontend Dev,React,Frontend Dev,On Track
247,Frontend Dev,Redux,Frontend Dev,On Track
248,Data Scientist,React,Frontend Dev,On Track
248,Data Scientist,Keras,Data Scientist,On Track
248,Data Scientist,PostgreSQL,Backend Dev,On Track
248,Data Scientist,Figma,Frontend Dev,On Track
248,Data Scientist,Scikit-Learn,Data Scientist,On Track
248,Data Scientist,Keras,Data Scientist,On Track
248,Data Scientist,Pandas,Data Scientist,On Track
248,Data Scientist,Statistics,Data Scientist,On Track
249,Data Scientist,Scikit-Learn,Data Scientist,On Track
249,Data Scientist,SQL,Data Scientist,On Track
249,Data Scientist,Tableau,Data Scientist,On Track
249,Data Scientist,JavaScript,Frontend Dev,On Track
249,Data Scientist,Tableau,Data Scientist,On Track
249,Data Scientist,JavaScript,Frontend Dev,On Track
250,Data Scientist,TensorFlow,Data Scientist,On Track
250,Data Scientist,Redux,Frontend Dev,On Track
250,Data Scientist,Pandas,Data Scientist,On Track
250,Data Scientist,Go,Backend Dev,On Track
250,Data Scientist,SQL,Data Scientist,On Track
250,Data Scientist,Tableau,Data Scientist,On Track
250,Data Scientist,Tableau,Data Scientist,On Track
250,Data Scientist,Keras,Data Scientist,On Track
250,Data Scientist,Flask,Backend Dev,On Track
251,Backend Dev,Tailwind,Frontend Dev,Drifting
251,Backend Dev,Pandas,Data Scientist,Drifting
251,Backend Dev,Tailwind,Frontend Dev,Drifting
251,Backend Dev,Microservices,Backend Dev,Drifting
251,Backend Dev,Redux,Frontend Dev,Drifting
251,Backend Dev,JavaScript,Frontend Dev,Drifting
251,Backend Dev,Scikit-Learn,Data Scientist,Drifting
251,Backend Dev,TensorFlow,Data Scientist,Drifting
251,Backend Dev,SQL,Data Scientist,Drifting
251,Backend Dev,SQL,Data Scientist,Drifting
252,Frontend Dev,Keras,Data Scientist,On Track
252,Frontend Dev,React,Frontend Dev,On Track
252,Frontend Dev,Go,Backend Dev,On Track
252,Frontend Dev,Pandas,Data Scientist,On Track
252,Frontend Dev,React,Frontend Dev,On Track
252,Frontend Dev,TypeScript,Frontend Dev,On Track
252,Frontend Dev,React,Frontend Dev,On Track
252,Frontend Dev,PostgreSQL,Backend Dev,On Track
253,Backend Dev,Kafka,Backend Dev,On Track
253,Backend Dev,Go,Backend Dev,On Track
253,Backend Dev,System Design,Backend Dev,On Track
253,Backend Dev,Next.js,Frontend Dev,On Track
253,Backend Dev,Docker,Backend Dev,On Track
254,Frontend Dev,JavaScript,Frontend Dev,On Track
254,Frontend Dev,Next.js,Frontend Dev,On Track
254,Frontend Dev,JavaScript,Frontend Dev,On Track
254,Frontend Dev,Figma,Frontend Dev,On Track
254,Frontend Dev,JavaScript,Frontend Dev,On Track
254,Frontend Dev,CSS,Frontend Dev,On Track
254,Frontend Dev,Tailwind,Frontend Dev,On Track
254,Frontend Dev,TypeScript,Frontend Dev,On Track
254,Frontend Dev,Redux,Frontend Dev,On Track
255,Frontend Dev,Pandas,Data Scientist,Drifting
255,Frontend Dev,Keras,Data Scientist,Drifting
255,Frontend Dev,Statistics,Data Scientist,Drifting
255,Frontend Dev,Python,Data Scientist,Drifting
255,Frontend Dev,PostgreSQL,Backend Dev,Drifting
255,Frontend Dev,Microservices,Backend Dev,Drifting
256,Frontend Dev,Tailwind,Frontend Dev,On Track
256,Frontend Dev,TypeScript,Frontend Dev,On Track
256,Frontend Dev,Redux,Frontend Dev,On Track
256,Frontend Dev,React,Frontend Dev,On Track
256,Frontend Dev,Redux,Frontend Dev,On Track
256,Frontend Dev,HTML,Frontend Dev,On Track
256,Frontend Dev,Next.js,Frontend Dev,On Track
256,Frontend Dev,HTML,Frontend Dev,On Track
257,Data Scientist,Statistics,Data Scientist,On Track
257,Data Scientist,Python,Data Scientist,On Track
257,Data Scientist,Go,Backend Dev,On Track
257,Data Scientist,PowerBI,Data Scientist,On Track
257,Data Scientist,TensorFlow,Data Scientist,On Track
257,Data Scientist,React,Frontend Dev,On Track
257,Data Scientist,Statistics,Data Scientist,On Track
257,Data Scientist,TensorFlow,Data Scientist,On Track
257,Data Scientist,Python,Data Scientist,On Track
257,Data Scientist,Kafka,Backend Dev,On Track
258,Data Scientist,SQL,Data Scientist,On Track
258,Data Scientist,Pandas,Data Scientist,On Track
258,Data Scientist,Tailwind,Frontend Dev,On Track
258,Data Scientist,Keras,Data Scientist,On Track
258,Data Scientist,Figma,Frontend Dev,On Track
258,Data Scientist,TensorFlow,Data Scientist,On Track
258,Data Scientist,Python,Data Scientist,On Track
258,Data Scientist,Statistics,Data Scientist,On Track
259,Frontend Dev,SQL,Data Scientist,On Track
259,Frontend Dev,JavaScript,Frontend Dev,On Track
259,Frontend Dev,TypeScript,Frontend Dev,On Track
259,Frontend Dev,JavaScript,Frontend Dev,On Track
259,Frontend Dev,Next.js,Frontend Dev,On Track
259,Frontend Dev,Tailwind,Frontend Dev,On Track
260,Frontend Dev,Docker,Backend Dev,Drifting
260,Frontend Dev,Scikit-Learn,Data Scientist,Drifting
260,Frontend Dev,Go,Backend Dev,Drifting
260,Frontend Dev,PostgreSQL,Backend Dev,Drifting
260,Frontend Dev,TensorFlow,Data Scientist,Drifting
260,Frontend Dev,Python,Data Scientist,Drifting
260,Frontend Dev,Figma,Frontend Dev,Drifting
260,Frontend Dev,TensorFlow,Data Scientist,Drifting
260,Frontend Dev,PostgreSQL,Backend Dev,Drifting
260,Frontend Dev,PostgreSQL,Backend Dev,Drifting
261,Frontend Dev,Docker,Backend Dev,Drifting
261,Frontend Dev,React,Frontend Dev,Drifting
261,Frontend Dev,PowerBI,Data Scientist,Drifting
261,Frontend Dev,Scikit-Learn,Data Scientist,Drifting
261,Frontend Dev,Docker,Backend Dev,Drifting
262,Backend Dev,Redux,Frontend Dev,On Track
262,Backend Dev,PostgreSQL,Backend Dev,On Track
262,Backend Dev,Microservices,Backend Dev,On Track
262,Backend Dev,Statistics,Data Scientist,On Track
262,Backend Dev,Docker,Backend Dev,On Track
263,Backend Dev,PowerBI,Data Scientist,Drifting
263,Backend Dev,Tailwind,Frontend Dev,Drifting
263,Backend Dev,Tableau,Data Scientist,Drifting
263,Backend Dev,JavaScript,Frontend Dev,Drifting
263,Backend Dev,TensorFlow,Data Scientist,Drifting
263,Backend Dev,React,Frontend Dev,Drifting
263,Backend Dev,Tableau,Data Scientist,Drifting
263,Backend Dev,Statistics,Data Scientist,Drifting
263,Backend Dev,SQL,Data Scientist,Drifting
263,Backend Dev,CSS,Frontend Dev,Drifting
264,Backend Dev,PowerBI,Data Scientist,Drifting
264,Backend Dev,Keras,Data Scientist,Drifting
264,Backend Dev,Keras,Data Scientist,Drifting
264,Backend Dev,Figma,Frontend Dev,Drifting
264,Backend Dev,TypeScript,Frontend Dev,Drifting
265,Backend Dev,Redis,Backend Dev,On Track
265,Backend Dev,PostgreSQL,Backend Dev,On Track
265,Backend Dev,Go,Backend Dev,On Track
265,Backend Dev,PostgreSQL,Backend Dev,On Track
265,Backend Dev,Keras,Data Scientist,On Track
266,Frontend Dev,Figma,Frontend Dev,On Track
266,Frontend Dev,Keras,Data Scientist,On Track
266,Frontend Dev,React,Frontend Dev,On Track
266,Frontend Dev,TensorFlow,Data Scientist,On Track
266,Frontend Dev,Redux,Frontend Dev,On Track
266,Frontend Dev,Tailwind,Frontend Dev,On Track
266,Frontend Dev,TypeScript,Frontend Dev,On Track
266,Frontend Dev,CSS,Frontend Dev,On Track
266,Frontend Dev,Tailwind,Frontend Dev,On Track
267,Data Scientist,Statistics,Data Scientist,Drifting
267,Data Scientist,Redis,Backend Dev,Drifting
267,Data Scientist,Docker,Backend Dev,Drifting
267,Data Scientist,React,Frontend Dev,Drifting
267,Data Scientist,FastAPI,Backend Dev,Drifting
267,Data Scientist,HTML,Frontend Dev,Drifting
267,Data Scientist,Redux,Frontend Dev,Drifting
268,Data Scientist,Flask,Backend Dev,On Track
268,Data Scientist,Redis,Backend Dev,On Track
268,Data Scientist,PowerBI,Data Scientist,On Track
268,Data Scientist,TensorFlow,Data Scientist,On Track
268,Data Scientist,Keras,Data Scientist,On Track
268,Data Scientist,PowerBI,Data Scientist,On Track
268,Data Scientist,Statistics,Data Scientist,On Track
268,Data Scientist,TensorFlow,Data Scientist,On Track
268,Data Scientist,System Design,Backend Dev,On Track
269,Frontend Dev,FastAPI,Backend Dev,Drifting
269,Frontend Dev,Tableau,Data Scientist,Drifting
269,Frontend Dev,Tableau,Data Scientist,Drifting
269,Frontend Dev,Scikit-Learn,Data Scientist,Drifting
269,Frontend Dev,Kafka,Backend Dev,Drifting
269,Frontend Dev,PostgreSQL,Backend Dev,Drifting
269,Frontend Dev,SQL,Data Scientist,Drifting
269,Frontend Dev,Redis,Backend Dev,Drifting
269,Frontend Dev,System Design,Backend Dev,Drifting
270,Backend Dev,Flask,Backend Dev,On Track
270,Backend Dev,Docker,Backend Dev,On Track
270,Backend Dev,PostgreSQL,Backend Dev,On Track
270,Backend Dev,Kafka,Backend Dev,On Track
270,Backend Dev,Flask,Backend Dev,On Track
270,Backend Dev,Docker,Backend Dev,On Track
271,Data Scientist,Tailwind,Frontend Dev,Drifting
271,Data Scientist,TypeScript,Frontend Dev,Drifting
271,Data Scientist,HTML,Frontend Dev,Drifting
271,Data Scientist,SQL,Data Scientist,Drifting
271,Data Scientist,HTML,Frontend Dev,Drifting
271,Data Scientist,Next.js,Frontend Dev,Drifting
272,Data Scientist,Redux,Frontend Dev,Drifting
272,Data Scientist,System Design,Backend Dev,Drifting
272,Data Scientist,Next.js,Frontend Dev,Drifting
272,Data Scientist,Docker,Backend Dev,Drifting
272,Data Scientist,PostgreSQL,Backend Dev,Drifting
272,Data Scientist,TensorFlow,Data Scientist,Drifting
273,Frontend Dev,Keras,Data Scientist,Drifting
273,Frontend Dev,Go,Backend Dev,Drifting
273,Frontend Dev,Keras,Data Scientist,Drifting
273,Frontend Dev,Go,Backend Dev,Drifting
273,Frontend Dev,Go,Backend Dev,Drifting
274,Frontend Dev,Microservices,Backend Dev,On Track
274,Frontend Dev,Scikit-Learn,Data Scientist,On Track
274,Frontend Dev,React,Frontend Dev,On Track
274,Frontend Dev,TypeScript,Frontend Dev,On Track
274,Frontend Dev,System Design,Backend Dev,On Track
274,Frontend Dev,Statistics,Data Scientist,On Track
275,Backend Dev,Redis,Backend Dev,On Track
275,Backend Dev,System Design,Backend Dev,On Track
275,Backend Dev,Microservices,Backend Dev,On Track
275,Backend Dev,Tableau,Data Scientist,On Track
275,Backend Dev,Python,Data Scientist,On Track
275,Backend Dev,PostgreSQL,Backend Dev,On Track
276,Backend Dev,Python,Data Scientist,Drifting
276,Backend Dev,TensorFlow,Data Scientist,Drifting
276,Backend Dev,Redux,Frontend Dev,Drifting
276,Backend Dev,React,Frontend Dev,Drifting
276,Backend Dev,SQL,Data Scientist,Drifting
277,Backend Dev,Tailwind,Frontend Dev,Drifting
277,Backend Dev,Python,Data Scientist,Drifting
277,Backend Dev,CSS,Frontend Dev,Drifting
277,Backend Dev,Statistics,Data Scientist,Drifting
277,Backend Dev,Tableau,Data Scientist,Drifting
277,Backend Dev,SQL,Data Scientist,Drifting
277,Backend Dev,SQL,Data Scientist,Drifting
277,Backend Dev,TensorFlow,Data Scientist,Drifting
278,Backend Dev,Redis,Backend Dev,On Track
278,Backend Dev,Pandas,Data Scientist,On Track
278,Backend Dev,Docker,Backend Dev,On Track
278,Backend Dev,Kafka,Backend Dev,On Track
278,Backend Dev,System Design,Backend Dev,On Track
278,Backend Dev,Docker,Backend Dev,On Track
278,Backend Dev,Kafka,Backend Dev,On Track
279,Data Scientist,Statistics,Data Scientist,On Track
279,Data Scientist,Keras,Data Scientist,On Track
279,Data Scientist,Python,Data Scientist,On Track
279,Data Scientist,Pandas,Data Scientist,On Track
279,Data Scientist,Go,Backend Dev,On Track
279,Data Scientist,TypeScript,Frontend Dev,On Track
279,Data Scientist,Flask,Backend Dev,On Track
280,Data Scientist,Scikit-Learn,Data Scientist,On Track
280,Data Scientist,Keras,Data Scientist,On Track
280,Data Scientist,FastAPI,Backend Dev,On Track
280,Data Scientist,SQL,Data Scientist,On Track
280,Data Scientist,Figma,Frontend Dev,On Track
280,Data Scientist,JavaScript,Frontend Dev,On Track
280,Data Scientist,Python,Data Scientist,On Track
281,Frontend Dev,React,Frontend Dev,On Track
281,Frontend Dev,Redux,Frontend Dev,On Track
281,Frontend Dev,Tailwind,Frontend Dev,On Track
281,Frontend Dev,CSS,Frontend Dev,On Track
281,Frontend Dev,HTML,Frontend Dev,On Track
281,Frontend Dev,Scikit-Learn,Data Scientist,On Track
282,Backend Dev,TypeScript,Frontend Dev,On Track
282,Backend Dev,System Design,Backend Dev,On Track
282,Backend Dev,Flask,Backend Dev,On Track
282,Backend Dev,SQL,Data Scientist,On Track
282,Backend Dev,Python,Data Scientist,On Track
282,Backend Dev,Keras,Data Scientist,On Track
282,Backend Dev,FastAPI,Backend Dev,On Track
282,Backend Dev,System Design,Backend Dev,On Track
282,Backend Dev,Tailwind,Frontend Dev,On Track
282,Backend Dev,TensorFlow,Data Scientist,On Track
283,Data Scientist,TypeScript,Frontend Dev,Drifting
283,Data Scientist,HTML,Frontend Dev,Drifting
283,Data Scientist,React,Frontend Dev,Drifting
283,Data Scientist,Figma,Frontend Dev,Drifting
283,Data Scientist,Python,Data Scientist,Drifting
283,Data Scientist,Redux,Frontend Dev,Drifting
283,Data Scientist,CSS,Frontend Dev,Drifting
283,Data Scientist,TypeScript,Frontend Dev,Drifting
283,Data Scientist,FastAPI,Backend Dev,Drifting
284,Data Scientist,Scikit-Learn,Data Scientist,On Track
284,Data Scientist,Scikit-Learn,Data Scientist,On Track
284,Data Scientist,CSS,Frontend Dev,On Track
284,Data Scientist,TensorFlow,Data Scientist,On Track
284,Data Scientist,Keras,Data Scientist,On Track
285,Frontend Dev,CSS,Frontend Dev,Drifting
285,Frontend Dev,SQL,Data Scientist,Drifting
285,Frontend Dev,HTML,Frontend Dev,Drifting
285,Frontend Dev,PowerBI,Data Scientist,Drifting
285,Frontend Dev,Docker,Backend Dev,Drifting
285,Frontend Dev,Redis,Backend Dev,Drifting
285,Frontend Dev,Tableau,Data Scientist,Drifting
285,Frontend Dev,React,Frontend Dev,Drifting
286,Backend Dev,Kafka,Backend Dev,On Track
286,Backend Dev,PowerBI,Data Scientist,On Track
286,Backend Dev,React,Frontend Dev,On Track
286,Backend Dev,FastAPI,Backend Dev,On Track
286,Backend Dev,Microservices,Backend Dev,On Track
286,Backend Dev,PostgreSQL,Backend Dev,On Track
286,Backend Dev,Figma,Frontend Dev,On Track
286,Backend Dev,Tailwind,Frontend Dev,On Track
286,Backend Dev,PostgreSQL,Backend Dev,On Track
287,Backend Dev,Kafka,Backend Dev,On Track
287,Backend Dev,CSS,Frontend Dev,On Track
287,Backend Dev,Tableau,Data Scientist,On Track
287,Backend Dev,Go,Backend Dev,On Track
287,Backend Dev,FastAPI,Backend Dev,On Track
288,Frontend Dev,TensorFlow,Data Scientist,On Track
288,Frontend Dev,JavaScript,Frontend Dev,On Track
288,Frontend Dev,TypeScript,Frontend Dev,On Track
288,Frontend Dev,SQL,Data Scientist,On Track
288,Frontend Dev,Pandas,Data Scientist,On Track
288,Frontend Dev,TypeScript,Frontend Dev,On Track
288,Frontend Dev,Redux,Frontend Dev,On Track
288,Frontend Dev,PowerBI,Data Scientist,On Track
289,Data Scientist,FastAPI,Backend Dev,On Track
289,Data Scientist,CSS,Frontend Dev,On Track
289,Data Scientist,Pandas,Data Scientist,On Track
289,Data Scientist,Python,Data Scientist,On Track
289,Data Scientist,Statistics,Data Scientist,On Track
289,Data Scientist,FastAPI,Backend Dev,On Track
289,Data Scientist,Keras,Data Scientist,On Track
289,Data Scientist,Scikit-Learn,Data Scientist,On Track
290,Data Scientist,Microservices,Backend Dev,On Track
290,Data Scientist,PowerBI,Data Scientist,On Track
290,Data Scientist,Kafka,Backend Dev,On Track
290,Data Scientist,Python,Data Scientist,On Track
290,Data Scientist,FastAPI,Backend Dev,On Track
290,Data Scientist,TensorFlow,Data Scientist,On Track
291,Data Scientist,PowerBI,Data Scientist,On Track
291,Data Scientist,Keras,Data Scientist,On Track
291,Data Scientist,Microservices,Backend Dev,On Track
291,Data Scientist,TensorFlow,Data Scientist,On Track
291,Data Scientist,Tailwind,Frontend Dev,On Track
291,Data Scientist,Keras,Data Scientist,On Track
291,Data Scientist,Kafka,Backend Dev,On Track
292,Data Scientist,SQL,Data Scientist,On Track
292,Data Scientist,React,Frontend Dev,On Track
292,Data Scientist,Tailwind,Frontend Dev,On Track
292,Data Scientist,Docker,Backend Dev,On Track
292,Data Scientist,Keras,Data Scientist,On Track
292,Data Scientist,TensorFlow,Data Scientist,On Track
292,Data Scientist,System Design,Backend Dev,On Track
293,Data Scientist,Pandas,Data Scientist,On Track
293,Data Scientist,Pandas,Data Scientist,On Track
293,Data Scientist,Redux,Frontend Dev,On Track
293,Data Scientist,HTML,Frontend Dev,On Track
293,Data Scientist,Tailwind,Frontend Dev,On Track
293,Data Scientist,Statistics,Data Scientist,On Track
293,Data Scientist,Go,Backend Dev,On Track
293,Data Scientist,PostgreSQL,Backend Dev,On Track
293,Data Scientist,Next.js,Frontend Dev,On Track
293,Data Scientist,Keras,Data Scientist,On Track
294,Frontend Dev,Next.js,Frontend Dev,On Track
294,Frontend Dev,React,Frontend Dev,On Track
294,Frontend Dev,Next.js,Frontend Dev,On Track
294,Frontend Dev,Redux,Frontend Dev,On Track
294,Frontend Dev,Python,Data Scientist,On Track
294,Frontend Dev,CSS,Frontend Dev,On Track
294,Frontend Dev,PowerBI,Data Scientist,On Track
294,Frontend Dev,Redux,Frontend Dev,On Track
295,Backend Dev,Redis,Backend Dev,Drifting
295,Backend Dev,TensorFlow,Data Scientist,Drifting
